##sequence-region HPV1REF.1 1 7815																		
##species https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=10583																		
gi|60966|lcl|HPV1REF.1|	EMBL	CDS	5413	6939	.	+	0	ID=cds-CAA24318.1;Parent=gene-L1;Dbxref=GOA:P03099	InterPro:IPR002210	InterPro:IPR011222	UniProtKB/Swiss-Prot:P03099	NCBI_GP:CAA24318.1;Name=CAA24318.1;gbkey=CDS;gene=L1;gene=major capsid protein L1;protein_id=CAA24318.1						
##sequence-region HPV2REF.1 1 7860																		
##species https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=337043																		
gi|9626032|lcl|HPV2REF.1|	RefSeq	region	1	7860	.	+	.	ID=NC_001352.1:1..7860;Dbxref=taxon:337043;Is_circular=true;gbkey=Src;genome=genomic;mol_type=genomic DNA;old-name=Human papillomavirus - 2										
gi|9626032|lcl|HPV2REF.1|	RefSeq	gene	89	568	.	+	.	ID=gene-HpV2agp1;Dbxref=GeneID:1489225;Name=E6;gbkey=Gene;gene=E6;gene_biotype=protein_coding;locus_tag=HpV2agp1										
gi|9626032|lcl|HPV2REF.1|	RefSeq	CDS	89	568	.	+	0	ID=cds-NP_077116.1;Parent=gene-HpV2agp1;Dbxref=Genbank:NP_077116.1	GeneID:1489225;Name=NP_077116.1;gbkey=CDS;gene=E6;locus_tag=HpV2agp1;gene=early protein E6;protein_id=NP_077116.1									
gi|9626032|lcl|HPV2REF.1|	RefSeq	gene	529	807	.	+	.	ID=gene-HpV2agp2;Dbxref=GeneID:1489226;Name=E7;gbkey=Gene;gene=E7;gene_biotype=protein_coding;locus_tag=HpV2agp2										
gi|9626032|lcl|HPV2REF.1|	RefSeq	CDS	529	807	.	+	0	ID=cds-NP_077117.1;Parent=gene-HpV2agp2;Dbxref=Genbank:NP_077117.1	GeneID:1489226;Name=NP_077117.1;gbkey=CDS;gene=E7;locus_tag=HpV2agp2;gene=early protein E7;protein_id=NP_077117.1									
gi|9626032|lcl|HPV2REF.1|	RefSeq	gene	812	2743	.	+	.	ID=gene-HpV2agp3;Dbxref=GeneID:1489227;Name=E1;gbkey=Gene;gene=E1;gene_biotype=protein_coding;locus_tag=HpV2agp3										
gi|9626032|lcl|HPV2REF.1|	RefSeq	CDS	812	2743	.	+	0	ID=cds-NP_077118.1;Parent=gene-HpV2agp3;Dbxref=Genbank:NP_077118.1	GeneID:1489227;Name=NP_077118.1;Note=E1%3B The Papillomaviriuses are icosahedral dsDNA viruses that encode 7 early proteins%2C E1 to E7%2C and 2 late structural proteins L1 and L2. Host infection by members of the papillomaviruses gives rise to warts and cancer in some instances. The E1 helicase protein is an ATP-dependent DNA helicase that facilitates the inititiation of viral DNA replication through its interactions with the viral E2 protein. The E1-E2 complex binds to the viral origin of replication where E1 acts to unwind the DNA and E2 acts as a transcriptional activator.;gbkey=CDS;gene=E1;locus_tag=HpV2agp3;gene=E1;protein_id=NP_077118.1									
gi|9626032|lcl|HPV2REF.1|	RefSeq	gene	2685	3860	.	+	.	ID=gene-HpV2agp4;Dbxref=GeneID:1489228;Name=E2;gbkey=Gene;gene=E2;gene_biotype=protein_coding;locus_tag=HpV2agp4										
gi|9626032|lcl|HPV2REF.1|	RefSeq	CDS	2685	3860	.	+	0	ID=cds-NP_077119.1;Parent=gene-HpV2agp4;Dbxref=Genbank:NP_077119.1	GeneID:1489228;Name=NP_077119.1;gbkey=CDS;gene=E2;locus_tag=HpV2agp4;gene=early protein E2;protein_id=NP_077119.1									
gi|9626032|lcl|HPV2REF.1|	RefSeq	gene	3223	3621	.	+	.	ID=gene-HpV2agp5;Dbxref=GeneID:1489229;Name=E4;gbkey=Gene;gene=E4;gene_biotype=protein_coding;locus_tag=HpV2agp5										
gi|9626032|lcl|HPV2REF.1|	RefSeq	CDS	3223	3621	.	+	0	ID=cds-NP_077120.1;Parent=gene-HpV2agp5;Dbxref=Genbank:NP_077120.1	GeneID:1489229;Name=NP_077120.1;gbkey=CDS;gene=E4;locus_tag=HpV2agp5;gene=early protein E4;protein_id=NP_077120.1									
gi|9626032|lcl|HPV2REF.1|	RefSeq	gene	4235	5809	.	+	.	ID=gene-HpV2agp6;Dbxref=GeneID:1489230;Name=L2;gbkey=Gene;gene=L2;gene_biotype=protein_coding;locus_tag=HpV2agp6										
gi|9626032|lcl|HPV2REF.1|	RefSeq	CDS	4235	5809	.	+	0	ID=cds-NP_077121.1;Parent=gene-HpV2agp6;Dbxref=Genbank:NP_077121.1	GeneID:1489230;Name=NP_077121.1;gbkey=CDS;gene=L2;locus_tag=HpV2agp6;gene=late protein L2;protein_id=NP_077121.1									
gi|9626032|lcl|HPV2REF.1|	RefSeq	gene	5742	7274	.	+	.	ID=gene-HpV2agp7;Dbxref=GeneID:1489231;Name=L1;gbkey=Gene;gene=L1;gene_biotype=protein_coding;locus_tag=HpV2agp7										
gi|9626032|lcl|HPV2REF.1|	RefSeq	CDS	5742	7274	.	+	0	ID=cds-NP_077122.1;Parent=gene-HpV2agp7;Dbxref=Genbank:NP_077122.1	GeneID:1489231;Name=NP_077122.1;Note=major capsid L1 protein%3B Two structural proteins are involved in papillomavirus capsid formation%2C a major (L1) and a minor (L2) protein%3B L1 forms the pentameric assembly unit of the viral shell while L2 mediates several facets of viral entry including endosomal escape after uncoating;gbkey=CDS;gene=L1;locus_tag=HpV2agp7;gene=major capsid L1 protein;protein_id=NP_077122.1									
##sequence-region HPV3REF.1 1 7820																		
##species https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=10614																		
gi|397005|lcl|HPV3REF.1|	EMBL	region	1	7820	.	+	.	ID=X74462.1:1..7820;Dbxref=taxon:10614;clone=insert in BamHI site of pBR322;gbkey=Src;mol_type=genomic DNA										
gi|397005|lcl|HPV3REF.1|	EMBL	gene	102	560	.	+	.	ID=gene-E6;Name=E6;gbkey=Gene;gene=E6;gene_biotype=protein_coding										
gi|397005|lcl|HPV3REF.1|	EMBL	CDS	102	560	.	+	0	ID=cds-CAA52469.1;Parent=gene-E6;Dbxref=GOA:P36799	InterPro:IPR001334	UniProtKB/Swiss-Prot:P36799	NCBI_GP:CAA52469.1;Name=CAA52469.1;Note=alternative;gbkey=CDS;gene=E6;gene=early protein;protein_id=CAA52469.1							
gi|397005|lcl|HPV3REF.1|	EMBL	CDS	114	560	.	+	0	ID=cds-CAA52470.1;Parent=gene-E6;Dbxref=GOA:P36799	InterPro:IPR001334	UniProtKB/Swiss-Prot:P36799	NCBI_GP:CAA52470.1;Name=CAA52470.1;gbkey=CDS;gene=E6;gene=envelope protein;protein_id=CAA52470.1							
gi|397005|lcl|HPV3REF.1|	EMBL	gene	806	2785	.	+	.	ID=gene-E1;Name=E1;gbkey=Gene;gene=E1;gene_biotype=protein_coding										
gi|397005|lcl|HPV3REF.1|	EMBL	CDS	806	2785	.	+	0	ID=cds-CAA52471.1;Parent=gene-E1;Dbxref=GOA:P36719	InterPro:IPR001177	InterPro:IPR014000	InterPro:IPR014015	InterPro:IPR016393	UniProtKB/Swiss-Prot:P36719	NCBI_GP:CAA52471.1;Name=CAA52471.1;gbkey=CDS;gene=E1;gene=envelope protein;protein_id=CAA52471.1				
gi|397005|lcl|HPV3REF.1|	EMBL	gene	2727	3878	.	+	.	ID=gene-E2;Name=E2;gbkey=Gene;gene=E2;gene_biotype=protein_coding										
gi|397005|lcl|HPV3REF.1|	EMBL	CDS	2727	3878	.	+	0	ID=cds-CAA52472.1;Parent=gene-E2;Dbxref=GOA:P36778	InterPro:IPR000427	InterPro:IPR001866	InterPro:IPR009021	InterPro:IPR012677	UniProtKB/Swiss-Prot:P36778	NCBI_GP:CAA52472.1;Name=CAA52472.1;gbkey=CDS;gene=E2;gene=envelope protein;protein_id=CAA52472.1				
gi|397005|lcl|HPV3REF.1|	EMBL	gene	4349	5770	.	+	.	ID=gene-L2;Name=L2;gbkey=Gene;gene=L2;gene_biotype=protein_coding										
gi|397005|lcl|HPV3REF.1|	EMBL	CDS	4349	5770	.	+	0	ID=cds-CAA52473.1;Parent=gene-L2;Dbxref=GOA:P36744	InterPro:IPR000784	UniProtKB/Swiss-Prot:P36744	NCBI_GP:CAA52473.1;Name=CAA52473.1;gbkey=CDS;gene=L2;gene=late protein;protein_id=CAA52473.1							
gi|397005|lcl|HPV3REF.1|	EMBL	gene	5667	7265	.	+	.	ID=gene-L1;Name=L1;gbkey=Gene;gene=L1;gene_biotype=protein_coding										
gi|397005|lcl|HPV3REF.1|	EMBL	CDS	5667	7265	.	+	0	ID=cds-CAA52474.1;Parent=gene-L1;Dbxref=GOA:P36731	InterPro:IPR002210	InterPro:IPR011222	UniProtKB/Swiss-Prot:P36731	NCBI_GP:CAA52474.1;Name=CAA52474.1;Note=alternative;gbkey=CDS;gene=L1;gene=late protein;protein_id=CAA52474.1						
gi|397005|lcl|HPV3REF.1|	EMBL	CDS	5751	7265	.	+	0	ID=cds-CAA52475.1;Parent=gene-L1;Dbxref=GOA:Q81961	HSSP:1DZL	InterPro:IPR002210	InterPro:IPR011222	UniProtKB/TrEMBL:Q81961	NCBI_GP:CAA52475.1;Name=CAA52475.1;gbkey=CDS;gene=L1;gene=late protein;protein_id=CAA52475.1					
##sequence-region HPV4REF.1 1 7353																		
##species https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=10617																		
gi|9626597|lcl|HPV4REF.1|	RefSeq	region	1	7353	.	+	.	ID=NC_001457.1:1..7353;Dbxref=taxon:10617;gbkey=Src;genome=genomic;mol_type=genomic DNA										
gi|9626597|lcl|HPV4REF.1|	RefSeq	gene	102	524	.	+	.	ID=gene-HpV4gp1;Dbxref=GeneID:1489450;Name=E6;gbkey=Gene;gene_biotype=protein_coding;locus_tag=HpV4gp1										
gi|9626597|lcl|HPV4REF.1|	RefSeq	CDS	102	524	.	+	0	ID=cds-NP_040889.1;Parent=gene-HpV4gp1;Dbxref=GOA:Q07854	InterPro:IPR001334	UniProtKB/Swiss-Prot:Q07854	Genbank:NP_040889.1	GeneID:1489450;Name=NP_040889.1;Note=putative E6 ORF;gbkey=CDS;locus_tag=HpV4gp1;gene=hypothetical protein;protein_id=NP_040889.1						
gi|9626597|lcl|HPV4REF.1|	RefSeq	gene	521	823	.	+	.	ID=gene-HpV4gp2;Dbxref=GeneID:1489452;Name=E7;gbkey=Gene;gene_biotype=protein_coding;locus_tag=HpV4gp2										
gi|9626597|lcl|HPV4REF.1|	RefSeq	CDS	521	823	.	+	0	ID=cds-NP_040890.1;Parent=gene-HpV4gp2;Dbxref=GOA:Q07857	InterPro:IPR000148	UniProtKB/Swiss-Prot:Q07857	Genbank:NP_040890.1	GeneID:1489452;Name=NP_040890.1;Note=putative E7 ORF;gbkey=CDS;locus_tag=HpV4gp2;gene=hypothetical protein;protein_id=NP_040890.1						
gi|9626597|lcl|HPV4REF.1|	RefSeq	gene	813	2612	.	+	.	ID=gene-HpV4gp3;Dbxref=GeneID:1489453;Name=E1;gbkey=Gene;gene_biotype=protein_coding;locus_tag=HpV4gp3										
gi|9626597|lcl|HPV4REF.1|	RefSeq	CDS	813	2612	.	+	0	ID=cds-NP_040891.1;Parent=gene-HpV4gp3;Dbxref=GOA:Q07846	InterPro:IPR001177	InterPro:IPR014000	InterPro:IPR014015	InterPro:IPR016393	UniProtKB/Swiss-Prot:Q07846	Genbank:NP_040891.1	GeneID:1489453;Name=NP_040891.1;Note=putative E1 ORF;gbkey=CDS;locus_tag=HpV4gp3;gene=hypothetical protein;protein_id=NP_040891.1			
gi|9626597|lcl|HPV4REF.1|	RefSeq	gene	2554	3762	.	+	.	ID=gene-HpV4gp4;Dbxref=GeneID:1489449;Name=E2;gbkey=Gene;gene_biotype=protein_coding;locus_tag=HpV4gp4										
gi|9626597|lcl|HPV4REF.1|	RefSeq	CDS	2554	3762	.	+	0	ID=cds-NP_040892.1;Parent=gene-HpV4gp4;Dbxref=GOA:Q07849	InterPro:IPR000427	InterPro:IPR001866	InterPro:IPR009021	InterPro:IPR012677	UniProtKB/Swiss-Prot:Q07849	Genbank:NP_040892.1	GeneID:1489449;Name=NP_040892.1;Note=putative E2 ORF;gbkey=CDS;locus_tag=HpV4gp4;gene=hypothetical protein;protein_id=NP_040892.1			
gi|9626597|lcl|HPV4REF.1|	RefSeq	gene	2981	3526	.	+	.	ID=gene-HpV4gp5;Dbxref=GeneID:1489454;Name=E4;gbkey=Gene;gene_biotype=protein_coding;locus_tag=HpV4gp5										
gi|9626597|lcl|HPV4REF.1|	RefSeq	CDS	2981	3526	.	+	0	ID=cds-NP_040893.1;Parent=gene-HpV4gp5;Dbxref=UniProtKB/Swiss-Prot:Q07852	Genbank:NP_040893.1	GeneID:1489454;Name=NP_040893.1;Note=putative E4 ORF;gbkey=CDS;locus_tag=HpV4gp5;gene=hypothetical protein;protein_id=NP_040893.1								
gi|9626597|lcl|HPV4REF.1|	RefSeq	gene	3764	5329	.	+	.	ID=gene-HpV4gp6;Dbxref=GeneID:1489451;Name=L2;gbkey=Gene;gene_biotype=protein_coding;locus_tag=HpV4gp6										
gi|9626597|lcl|HPV4REF.1|	RefSeq	CDS	3764	5329	.	+	0	ID=cds-NP_040894.1;Parent=gene-HpV4gp6;Dbxref=GOA:Q07862	InterPro:IPR000784	UniProtKB/Swiss-Prot:Q07862	Genbank:NP_040894.1	GeneID:1489451;Name=NP_040894.1;Note=putative L2 ORF;gbkey=CDS;locus_tag=HpV4gp6;gene=hypothetical protein;protein_id=NP_040894.1						
gi|9626597|lcl|HPV4REF.1|	RefSeq	gene	5345	6895	.	+	.	ID=gene-HpV4gp7;Dbxref=GeneID:1489455;Name=L1;gbkey=Gene;gene_biotype=protein_coding;locus_tag=HpV4gp7										
gi|9626597|lcl|HPV4REF.1|	RefSeq	CDS	5345	6895	.	+	0	ID=cds-NP_040895.1;Parent=gene-HpV4gp7;Dbxref=GOA:Q07860	InterPro:IPR002210	InterPro:IPR011222	UniProtKB/Swiss-Prot:Q07860	Genbank:NP_040895.1	GeneID:1489455;Name=NP_040895.1;Note=putative L1 ORF;gbkey=CDS;locus_tag=HpV4gp7;gene=hypothetical protein;protein_id=NP_040895.1					
##sequence-region HPV5REF.1 1 7746																		
##species https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=333923																		
gi|333071|lcl|HPV5REF.1|	Genbank	region	1	7746	.	+	.	ID=M17463.1:1..7746;Dbxref=taxon:333923;Is_circular=true;gbkey=Src;mol_type=genomic DNA;note=from EV patient benign flat wart										
gi|333071|lcl|HPV5REF.1|	Genbank	polyA_signal_sequence	146	151	.	+	.	ID=id-M17463.1:146..151;Note=putative;gbkey=regulatory;regulatory_class=polyA_signal_sequence										
gi|333071|lcl|HPV5REF.1|	Genbank	TATA_box	152	158	.	+	.	ID=id-M17463.1:152..158;Note=putative;gbkey=regulatory;regulatory_class=TATA_box										
gi|333071|lcl|HPV5REF.1|	Genbank	TATA_box	154	160	.	+	.	ID=id-M17463.1:154..160;Note=putative;gbkey=regulatory;regulatory_class=TATA_box										
gi|333071|lcl|HPV5REF.1|	Genbank	TATA_box	156	162	.	+	.	ID=id-M17463.1:156..162;Note=putative;gbkey=regulatory;regulatory_class=TATA_box										
gi|333071|lcl|HPV5REF.1|	Genbank	TATA_box	158	164	.	+	.	ID=id-M17463.1:158..164;Note=putative;gbkey=regulatory;regulatory_class=TATA_box										
gi|333071|lcl|HPV5REF.1|	Genbank	TATA_box	160	166	.	+	.	ID=id-M17463.1:160..166;Note=putative;gbkey=regulatory;regulatory_class=TATA_box										
gi|333071|lcl|HPV5REF.1|	Genbank	gene	200	673	.	+	.	ID=gene-E6;Name=E6;gbkey=Gene;gene=E6;gene_biotype=protein_coding										
gi|333071|lcl|HPV5REF.1|	Genbank	CDS	200	673	.	+	0	ID=cds-AAA46983.1;Parent=gene-E6;Dbxref=NCBI_GP:AAA46983.1;Name=AAA46983.1;Note=putative;gbkey=CDS;gene=E6;gene=transforming protein;protein_id=AAA46983.1										
gi|333071|lcl|HPV5REF.1|	Genbank	gene	663	974	.	+	.	ID=gene-E7;Name=E7;gbkey=Gene;gene=E7;gene_biotype=protein_coding										
gi|333071|lcl|HPV5REF.1|	Genbank	CDS	663	974	.	+	0	ID=cds-AAA46984.1;Parent=gene-E7;Dbxref=NCBI_GP:AAA46984.1;Name=AAA46984.1;Note=putative;gbkey=CDS;gene=E7;gene=transforming protein;protein_id=AAA46984.1										
gi|333071|lcl|HPV5REF.1|	Genbank	gene	961	2781	.	+	.	ID=gene-E1;Name=E1;gbkey=Gene;gene=E1;gene_biotype=protein_coding										
gi|333071|lcl|HPV5REF.1|	Genbank	CDS	961	2781	.	+	0	ID=cds-AAA46985.1;Parent=gene-E1;Dbxref=NCBI_GP:AAA46985.1;Name=AAA46985.1;Note=putative;gbkey=CDS;gene=E1;gene=replication protein;protein_id=AAA46985.1										
gi|333071|lcl|HPV5REF.1|	Genbank	gene	2723	4267	.	+	.	ID=gene-E2;Name=E2;gbkey=Gene;gene=E2;gene_biotype=protein_coding										
gi|333071|lcl|HPV5REF.1|	Genbank	CDS	2723	4267	.	+	0	ID=cds-AAA46986.1;Parent=gene-E2;Dbxref=NCBI_GP:AAA46986.1;Name=AAA46986.1;Note=putative;gbkey=CDS;gene=E2;gene=regulatory protein;protein_id=AAA46986.1										
gi|333071|lcl|HPV5REF.1|	Genbank	gene	3285	4022	.	+	.	ID=gene-E4;Name=E4;gbkey=Gene;gene=E4;gene_biotype=protein_coding;partial=true;start_range=.	3285									
gi|333071|lcl|HPV5REF.1|	Genbank	CDS	3285	4022	.	+	0	ID=cds-AAA46987.1;Parent=gene-E4;Dbxref=NCBI_GP:AAA46987.1;Name=AAA46987.1;Note=putative;gbkey=CDS;gene=E4;partial=true;gene=E4;protein_id=AAA46987.1;start_range=.	3285									
gi|333071|lcl|HPV5REF.1|	Genbank	gene	3406	3912	.	+	.	ID=gene-E5;Name=E5;gbkey=Gene;gene=E5;gene_biotype=protein_coding;partial=true;start_range=.	3406									
gi|333071|lcl|HPV5REF.1|	Genbank	CDS	3406	3912	.	+	0	ID=cds-AAA46988.1;Parent=gene-E5;Dbxref=NCBI_GP:AAA46988.1;Name=AAA46988.1;Note=putative;gbkey=CDS;gene=E5;partial=true;gene=E5;protein_id=AAA46988.1;start_range=.	3406									
gi|333071|lcl|HPV5REF.1|	Genbank	protein_binding_site	3537	3548	.	+	.	ID=id-E5;Note=putative;bound_moiety=E2 protein;function=gene regulation;gbkey=protein_bind;gene=E5										
gi|333071|lcl|HPV5REF.1|	Genbank	gene	4348	5904	.	+	.	ID=gene-L2;Name=L2;gbkey=Gene;gene=L2;gene_biotype=protein_coding										
gi|333071|lcl|HPV5REF.1|	Genbank	CDS	4348	5904	.	+	0	ID=cds-AAA46989.1;Parent=gene-L2;Dbxref=NCBI_GP:AAA46989.1;Name=AAA46989.1;Note=putative;gbkey=CDS;gene=L2;gene=minor capsid protein;protein_id=AAA46989.1										
gi|333071|lcl|HPV5REF.1|	Genbank	polyA_signal_sequence	4438	4443	.	+	.	ID=id-L2;Note=putative;gbkey=regulatory;gene=L2;regulatory_class=polyA_signal_sequence										
gi|333071|lcl|HPV5REF.1|	Genbank	gene	5917	7467	.	+	.	ID=gene-L1;Name=L1;gbkey=Gene;gene=L1;gene_biotype=protein_coding										
gi|333071|lcl|HPV5REF.1|	Genbank	CDS	5917	7467	.	+	0	ID=cds-AAA46990.1;Parent=gene-L1;Dbxref=NCBI_GP:AAA46990.1;Name=AAA46990.1;Note=putative;gbkey=CDS;gene=L1;gene=major capsid protein;protein_id=AAA46990.1										
gi|333071|lcl|HPV5REF.1|	Genbank	polyA_signal_sequence	6289	6294	.	+	.	ID=id-L1;Note=putative;gbkey=regulatory;gene=L1;regulatory_class=polyA_signal_sequence										
gi|333071|lcl|HPV5REF.1|	Genbank	protein_binding_site	7564	7575	.	+	.	ID=id-M17463.1:7564..7575;Note=putative;bound_moiety=E2 protein;function=gene regulation;gbkey=protein_bind										
gi|333071|lcl|HPV5REF.1|	Genbank	tandem_repeat	7703	7730	.	+	.	ID=id-M17463.1:7703..7730;Note=putative;gbkey=repeat_region;rpt_type=tandem										
gi|333071|lcl|HPV5REF.1|	Genbank	protein_binding_site	7741	7752	.	+	.	ID=id-M17463.1:1..7746;Note=putative;bound_moiety=E2 protein;function=gene regulation;gbkey=protein_bind										
##sequence-region HPV6REF.1 1 7902																		
##species https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=10600																		
gi|60955|lcl|HPV6REF.1|	EMBL	region	1	7902	.	+	.	ID=X00203.1:1..7902;Dbxref=taxon:10600;Is_circular=true;gbkey=Src;mol_type=genomic DNA;strain=type 6b (HPV6b)										
gi|60955|lcl|HPV6REF.1|	EMBL	gene	64	67	.	+	.	ID=gene-E6;Name=E6;gbkey=Gene;gene=E6;gene_biotype=protein_coding;is_ordered=true;part=1/2										
gi|60955|lcl|HPV6REF.1|	EMBL	gene	102	554	.	+	.	ID=gene-E6;Name=E6;gbkey=Gene;gene=E6;gene_biotype=protein_coding;is_ordered=true;part=2/2										
gi|60955|lcl|HPV6REF.1|	EMBL	CDS	102	554	.	+	0	ID=cds-CAA25018.1;Parent=gene-E6;Dbxref=GOA:P06462	InterPro:IPR001334	UniProtKB/Swiss-Prot:P06462	NCBI_GP:CAA25018.1;Name=CAA25018.1;gbkey=CDS;gene=E6;gene=E6 protein;protein_id=CAA25018.1							
gi|60955|lcl|HPV6REF.1|	EMBL	region	64	67	.	+	.	ID=id-E6;gbkey=TATA_signal;gene=E6										
gi|60955|lcl|HPV6REF.1|	EMBL	gene	530	826	.	+	.	ID=gene-E7;Name=E7;gbkey=Gene;gene=E7;gene_biotype=protein_coding										
gi|60955|lcl|HPV6REF.1|	EMBL	CDS	530	826	.	+	0	ID=cds-CAA25019.1;Parent=gene-E7;Dbxref=GOA:P06464	InterPro:IPR000148	UniProtKB/Swiss-Prot:P06464	NCBI_GP:CAA25019.1;Name=CAA25019.1;gbkey=CDS;gene=E7;gene=E7 protein;protein_id=CAA25019.1							
gi|60955|lcl|HPV6REF.1|	EMBL	gene	832	2781	.	+	.	ID=gene-E1;Name=E1;gbkey=Gene;gene=E1;gene_biotype=protein_coding										
gi|60955|lcl|HPV6REF.1|	EMBL	CDS	832	2781	.	+	0	ID=cds-CAA25020.1;Parent=gene-E1;Dbxref=GOA:P03113	InterPro:IPR001177	InterPro:IPR003861	InterPro:IPR014000	InterPro:IPR014015	InterPro:IPR016393	UniProtKB/Swiss-Prot:P03113	UniProtKB/Swiss-Prot:P06459	NCBI_GP:CAA25020.1;Name=CAA25020.1;gbkey=CDS;gene=E1;gene=replication protein E1;protein_id=CAA25020.1		
gi|60955|lcl|HPV6REF.1|	EMBL	gene	2723	3829	.	+	.	ID=gene-E2;Name=E2;gbkey=Gene;gene=E2;gene_biotype=protein_coding										
gi|60955|lcl|HPV6REF.1|	EMBL	CDS	2723	3829	.	+	0	ID=cds-CAA25021.1;Parent=gene-E2;Dbxref=GOA:P03119	InterPro:IPR000427	InterPro:IPR001866	InterPro:IPR009021	InterPro:IPR012677	UniProtKB/Swiss-Prot:P03119	NCBI_GP:CAA25021.1;Name=CAA25021.1;gbkey=CDS;gene=E2;gene=regulatory protein E2;protein_id=CAA25021.1				
gi|60955|lcl|HPV6REF.1|	EMBL	gene	3255	3584	.	+	.	ID=gene-E4;Name=E4;gbkey=Gene;gene=E4;gene_biotype=protein_coding										
gi|60955|lcl|HPV6REF.1|	EMBL	CDS	3255	3584	.	+	0	ID=cds-CAA25022.1;Parent=gene-E4;Dbxref=InterPro:IPR003861	UniProtKB/Swiss-Prot:P06459	NCBI_GP:CAA25022.1;Name=CAA25022.1;gbkey=CDS;gene=E4;gene=E4 protein;protein_id=CAA25022.1								
gi|60955|lcl|HPV6REF.1|	EMBL	gene	3887	4162	.	+	.	ID=gene-E5a;Name=E5a;gbkey=Gene;gene=E5a;gene_biotype=protein_coding										
gi|60955|lcl|HPV6REF.1|	EMBL	CDS	3887	4162	.	+	0	ID=cds-CAA25023.1;Parent=gene-E5a;Dbxref=InterPro:IPR008736	UniProtKB/Swiss-Prot:P06460	NCBI_GP:CAA25023.1;Name=CAA25023.1;gbkey=CDS;gene=E5a;gene=E5a protein;protein_id=CAA25023.1								
gi|60955|lcl|HPV6REF.1|	EMBL	gene	4159	4377	.	+	.	ID=gene-E5b;Name=E5b;gbkey=Gene;gene=E5b;gene_biotype=protein_coding										
gi|60955|lcl|HPV6REF.1|	EMBL	CDS	4159	4377	.	+	0	ID=cds-CAA25024.1;Parent=gene-E5b;Dbxref=UniProtKB/Swiss-Prot:P06461	NCBI_GP:CAA25024.1;Name=CAA25024.1;gbkey=CDS;gene=E5b;gene=E5b protein;protein_id=CAA25024.1									
gi|60955|lcl|HPV6REF.1|	EMBL	gene	4423	5802	.	+	.	ID=gene-L2;Name=L2;gbkey=Gene;gene=L2;gene_biotype=protein_coding										
